section,section_order,category_slug,category_name,category_order,article_slug,article_title,featured,read_minutes,video_desc,est_duration_sec,step_count,prereq_count,has_tips,has_warnings,file_path,recording_status,recorded_url,notes
Workspace,1,contacts,Contacts,5,export-contacts,Export contacts to CSV,false,2,Export contacts (45 sec),45,3,0,false,true,src/modules/knowledge-base/data/categories/contacts.ts,,,
Workspace,1,contacts,Contacts,5,find-and-merge-duplicates,Find and merge duplicate contacts,false,4,Merge duplicates (90 sec),90,4,0,false,true,src/modules/knowledge-base/data/categories/contacts.ts,,,
Workspace,1,contacts,Contacts,5,import-contacts-from-csv,Import contacts from a CSV,true,5,CSV import (3 min),180,6,2,true,false,src/modules/knowledge-base/data/categories/contacts.ts,,,
Workspace,1,contacts,Contacts,5,tags-and-segments,Tags and segments,false,3,Tags and segments (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/contacts.ts,,,
Workspace,1,conversations,Conversations,6,assign-thread-to-rep,Assign a thread to a rep,false,2,Assign thread (30 sec),30,3,0,false,false,src/modules/knowledge-base/data/categories/conversations.ts,,,
Workspace,1,conversations,Conversations,6,conversations-inbox,The Conversations inbox,true,4,Conversations tour (3 min),180,4,0,false,false,src/modules/knowledge-base/data/categories/conversations.ts,,,
Workspace,1,conversations,Conversations,6,internal-notes,Internal notes,false,2,Internal notes (30 sec),30,3,0,false,false,src/modules/knowledge-base/data/categories/conversations.ts,,,
Workspace,1,conversations,Conversations,6,phone-calls-and-recordings,Phone calls and call recordings,false,3,Calls and recordings (2 min),120,3,0,true,false,src/modules/knowledge-base/data/categories/conversations.ts,,,
Workspace,1,conversations,Conversations,6,send-an-email,Send an email,false,2,Send email (45 sec),45,3,0,false,false,src/modules/knowledge-base/data/categories/conversations.ts,,,
Workspace,1,conversations,Conversations,6,send-an-sms,Send an SMS,false,2,Send SMS (45 sec),45,3,0,false,true,src/modules/knowledge-base/data/categories/conversations.ts,,,
Workspace,1,job-cam,Job Cam,7,archive-job-cam-data,Archive Job Cam data,false,3,Archive (60 sec),60,3,0,false,false,src/modules/knowledge-base/data/categories/job-cam.ts,,,
Workspace,1,job-cam,Job Cam,7,daily-report-builder,Build a daily report,false,5,Daily report builder (3 min),180,5,0,false,false,src/modules/knowledge-base/data/categories/job-cam.ts,,,
Workspace,1,job-cam,Job Cam,7,job-cam-overview,Job Cam overview,true,5,Job Cam tour (3 min),180,3,0,false,false,src/modules/knowledge-base/data/categories/job-cam.ts,,,
Workspace,1,job-cam,Job Cam,7,job-cam-settings,Job Cam settings,false,3,Job Cam settings (2 min),120,4,0,false,false,src/modules/knowledge-base/data/categories/job-cam.ts,,,
Workspace,1,job-cam,Job Cam,7,media-organization,Organizing photos and media,false,4,Media organization (2 min),120,3,0,false,false,src/modules/knowledge-base/data/categories/job-cam.ts,,,
Workspace,1,job-cam,Job Cam,7,report-templates,Report templates,false,4,Report templates (2 min),120,4,0,false,false,src/modules/knowledge-base/data/categories/job-cam.ts,,,
Workspace,1,job-cam,Job Cam,7,share-gallery-with-homeowner,Share a gallery with a homeowner,false,3,Share gallery (60 sec),60,3,0,false,true,src/modules/knowledge-base/data/categories/job-cam.ts,,,
Workspace,1,job-cam,Job Cam,7,upload-photos-from-mobile,Upload photos from a phone or tablet,false,4,Mobile photo upload (90 sec),90,4,0,true,false,src/modules/knowledge-base/data/categories/job-cam.ts,,,
Workspace,1,proposals,Proposals,8,accept-deposits,Accept a deposit at signature,false,4,Accept deposits (2 min),120,4,0,false,false,src/modules/knowledge-base/data/categories/proposals.ts,,,
Workspace,1,proposals,Proposals,8,build-a-template,Build a proposal template,false,5,Build a template (3 min),180,5,0,true,false,src/modules/knowledge-base/data/categories/proposals.ts,,,
Workspace,1,proposals,Proposals,8,create-a-proposal-from-scratch,Create a proposal from scratch,false,4,Create proposal from scratch (2 min),120,6,0,false,false,src/modules/knowledge-base/data/categories/proposals.ts,,,
Workspace,1,proposals,Proposals,8,generate-proposal-with-sierra,Generate a proposal with Sierra AI,true,4,Generate with AI (2 min),120,6,0,true,false,src/modules/knowledge-base/data/categories/proposals.ts,,,
Workspace,1,proposals,Proposals,8,proposal-builder-tips,Proposal builder tips,false,3,Builder tips (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/proposals.ts,,,
Workspace,1,proposals,Proposals,8,proposal-line-items,Add line items to a proposal,false,4,Line items (2 min),120,5,0,false,false,src/modules/knowledge-base/data/categories/proposals.ts,,,
Workspace,1,proposals,Proposals,8,send-for-signature,Send a proposal for signature,false,3,Send for signature (60 sec),60,4,0,false,false,src/modules/knowledge-base/data/categories/proposals.ts,,,
Workspace,1,proposals,Proposals,8,template-library,Manage the template library,false,3,Template library (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/proposals.ts,,,
Workspace,1,proposals,Proposals,8,track-proposal-status,Track proposal status,false,3,Track status (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/proposals.ts,,,
Workspace,1,proposals,Proposals,8,use-a-proposal-template,Use a proposal template,false,3,Use a template (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/proposals.ts,,,
Workspace,1,measurements,Measurements,9,attach-measurement-to-proposal,Attach a measurement to a proposal,false,3,Attach measurement (60 sec),60,4,0,false,false,src/modules/knowledge-base/data/categories/measurements.ts,,,
Workspace,1,measurements,Measurements,9,diy-measurements-on-mobile,DIY measurements on mobile,false,4,DIY measurements (2 min),120,4,0,true,false,src/modules/knowledge-base/data/categories/measurements.ts,,,
Workspace,1,measurements,Measurements,9,eagleview-account-credits,EagleView account and credits,false,4,EagleView credits (90 sec),90,3,0,false,true,src/modules/knowledge-base/data/categories/measurements.ts,,,
Workspace,1,measurements,Measurements,9,measurement-order-history,Measurement order history,false,3,Order history (60 sec),60,4,0,false,false,src/modules/knowledge-base/data/categories/measurements.ts,,,
Workspace,1,measurements,Measurements,9,order-an-eagleview-report,Order an EagleView aerial measurement,true,5,Order EagleView (3 min),180,6,1,false,false,src/modules/knowledge-base/data/categories/measurements.ts,,,
Workspace,1,measurements,Measurements,9,payment-success-and-cancel,Payment success and cancel pages,false,2,Payment flow (45 sec),45,3,0,false,false,src/modules/knowledge-base/data/categories/measurements.ts,,,
Workspace,1,payments,Payments,10,accept-online-payment,Accept online payments,false,4,Online payment setup (2 min),120,3,0,true,false,src/modules/knowledge-base/data/categories/payments.ts,,,
Workspace,1,payments,Payments,10,coupons,Coupons and discount codes,false,3,Coupons (60 sec),60,3,0,false,false,src/modules/knowledge-base/data/categories/payments.ts,,,
Workspace,1,payments,Payments,10,create-an-estimate,Create an estimate,false,3,Create estimate (90 sec),90,4,0,false,false,src/modules/knowledge-base/data/categories/payments.ts,,,
Workspace,1,payments,Payments,10,create-an-invoice,Create an invoice,true,4,Create invoice (2 min),120,5,0,false,false,src/modules/knowledge-base/data/categories/payments.ts,,,
Workspace,1,payments,Payments,10,payments-overview,Payments overview,false,4,Payments tour (3 min),180,4,0,false,false,src/modules/knowledge-base/data/categories/payments.ts,,,
Workspace,1,payments,Payments,10,quickbooks-two-way-sync,QuickBooks two-way sync,true,6,QuickBooks sync (3 min),180,5,1,false,true,src/modules/knowledge-base/data/categories/payments.ts,,,
Workspace,1,payments,Payments,10,transactions-tab,Transactions tab,false,3,Transactions (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/payments.ts,,,
Marketing & Growth,2,forms-and-funnels,Forms & Funnels,1,create-a-lead-form,Create a lead form,true,4,Create lead form (2 min),120,5,0,false,false,src/modules/knowledge-base/data/categories/forms-and-funnels.ts,,,
Marketing & Growth,2,forms-and-funnels,Forms & Funnels,1,embed-a-form-on-your-website,Embed a form on your website,false,3,Embed form (60 sec),60,4,0,false,false,src/modules/knowledge-base/data/categories/forms-and-funnels.ts,,,
Marketing & Growth,2,forms-and-funnels,Forms & Funnels,1,form-builder-overview,Form builder overview,false,4,Form builder tour (2 min),120,4,0,false,false,src/modules/knowledge-base/data/categories/forms-and-funnels.ts,,,
Marketing & Growth,2,forms-and-funnels,Forms & Funnels,1,form-routing-rules,Form routing rules,false,4,Routing rules (2 min),120,4,0,false,false,src/modules/knowledge-base/data/categories/forms-and-funnels.ts,,,
Marketing & Growth,2,forms-and-funnels,Forms & Funnels,1,form-styling-and-branding,Style and brand a form,false,3,Style a form (90 sec),90,4,0,false,false,src/modules/knowledge-base/data/categories/forms-and-funnels.ts,,,
Marketing & Growth,2,forms-and-funnels,Forms & Funnels,1,form-submissions,Manage form submissions,false,3,Submissions (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/forms-and-funnels.ts,,,
Marketing & Growth,2,forms-and-funnels,Forms & Funnels,1,funnel-analytics,Funnel analytics,false,3,Funnel analytics (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/forms-and-funnels.ts,,,
Marketing & Growth,2,forms-and-funnels,Forms & Funnels,1,multi-step-funnels,Build a multi-step funnel,false,5,Multi-step funnels (3 min),180,5,0,false,false,src/modules/knowledge-base/data/categories/forms-and-funnels.ts,,,
Marketing & Growth,2,campaigns,Campaigns,2,a-b-testing,A/B test a campaign,false,4,A/B testing (2 min),120,4,0,false,false,src/modules/knowledge-base/data/categories/campaigns.ts,,,
Marketing & Growth,2,campaigns,Campaigns,2,audience-targeting,Target the right audience,false,4,Audience targeting (2 min),120,3,0,false,false,src/modules/knowledge-base/data/categories/campaigns.ts,,,
Marketing & Growth,2,campaigns,Campaigns,2,campaign-studio-overview,Campaign studio overview,false,4,Campaign studio tour (2 min),120,3,0,false,false,src/modules/knowledge-base/data/categories/campaigns.ts,,,
Marketing & Growth,2,campaigns,Campaigns,2,campaign-templates,Campaign templates,false,3,Campaign templates (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/campaigns.ts,,,
Marketing & Growth,2,campaigns,Campaigns,2,email-campaign,Send an email campaign,false,4,Email campaign (2 min),120,5,0,false,false,src/modules/knowledge-base/data/categories/campaigns.ts,,,
Marketing & Growth,2,campaigns,Campaigns,2,schedule-and-send,Schedule a campaign,false,3,Schedule and send (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/campaigns.ts,,,
Marketing & Growth,2,campaigns,Campaigns,2,sms-campaign,Send an SMS campaign,false,3,SMS campaign (90 sec),90,4,0,false,true,src/modules/knowledge-base/data/categories/campaigns.ts,,,
Marketing & Growth,2,campaigns,Campaigns,2,track-opens-clicks-replies,"Track opens, clicks, and replies",false,3,Campaign tracking (2 min),120,3,0,false,false,src/modules/knowledge-base/data/categories/campaigns.ts,,,
Marketing & Growth,2,social-planner,Social Planner,3,compose-a-post,Compose a social post,false,4,Compose post (2 min),120,5,0,false,false,src/modules/knowledge-base/data/categories/social-planner.ts,,,
Marketing & Growth,2,social-planner,Social Planner,3,connect-facebook-instagram,Connect Facebook and Instagram,false,3,Connect FB/IG (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/social-planner.ts,,,
Marketing & Growth,2,social-planner,Social Planner,3,connect-tiktok,Connect TikTok for Business,false,3,Connect TikTok (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/social-planner.ts,,,
Marketing & Growth,2,social-planner,Social Planner,3,schedule-content-calendar,Plan a content calendar,false,4,Content calendar (2 min),120,3,0,false,false,src/modules/knowledge-base/data/categories/social-planner.ts,,,
Marketing & Growth,2,social-planner,Social Planner,3,social-planner-overview,Social planner overview,false,3,Social planner tour (2 min),120,3,0,false,false,src/modules/knowledge-base/data/categories/social-planner.ts,,,
Marketing & Growth,2,social-planner,Social Planner,3,track-post-performance,Track social post performance,false,3,Post performance (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/social-planner.ts,,,
Marketing & Growth,2,google-ads,Google Ads,4,attribution-from-ads-to-jobs,Attribute Google Ads to jobs,false,4,Attribution (2 min),120,3,0,false,false,src/modules/knowledge-base/data/categories/google-ads.ts,,,
Marketing & Growth,2,google-ads,Google Ads,4,connect-google-ads,Connect Google Ads,false,3,Connect Google Ads (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/google-ads.ts,,,
Marketing & Growth,2,google-ads,Google Ads,4,keyword-and-cost-reports,Keyword and cost reports,false,3,Keyword reports (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/google-ads.ts,,,
Marketing & Growth,2,google-ads,Google Ads,4,roi-by-campaign,ROI by Google Ads campaign,false,3,ROI report (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/google-ads.ts,,,
Marketing & Growth,2,google-ads,Google Ads,4,troubleshooting-data-gaps,Troubleshooting Google Ads data gaps,false,3,Troubleshooting (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/google-ads.ts,,,
Marketing & Growth,2,google-ads,Google Ads,4,view-campaign-performance,View Google Ads campaign performance,false,3,Performance dashboard (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/google-ads.ts,,,
Marketing & Growth,2,meta-ads,Meta Ads,5,attribution-to-jobs,Attribute Meta Ads to jobs,false,3,Attribution (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/meta-ads.ts,,,
Marketing & Growth,2,meta-ads,Meta Ads,5,connect-facebook-ads-account,Connect a Facebook Ads account,false,3,Connect Meta Ads (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/meta-ads.ts,,,
Marketing & Growth,2,meta-ads,Meta Ads,5,creative-and-audience-reports,Creative and audience reports,false,4,Creative reports (2 min),120,3,0,false,false,src/modules/knowledge-base/data/categories/meta-ads.ts,,,
Marketing & Growth,2,meta-ads,Meta Ads,5,meta-campaigns-overview,Meta campaigns overview,false,3,Meta dashboard (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/meta-ads.ts,,,
Marketing & Growth,2,meta-ads,Meta Ads,5,pixel-and-capi-events,Meta Pixel and Conversions API,false,5,Pixel + CAPI (3 min),180,3,0,false,true,src/modules/knowledge-base/data/categories/meta-ads.ts,,,
Marketing & Growth,2,meta-ads,Meta Ads,5,roi-by-campaign,ROI by Meta campaign,false,3,Meta ROI (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/meta-ads.ts,,,
Marketing & Growth,2,tiktok-ads,TikTok Ads,6,attribution-to-jobs,Attribute TikTok ads to jobs,false,3,TikTok attribution (60 sec),60,2,0,false,false,src/modules/knowledge-base/data/categories/tiktok-ads.ts,,,
Marketing & Growth,2,tiktok-ads,TikTok Ads,6,connect-tiktok-ads,Connect TikTok for Business Ads,false,3,Connect TikTok Ads (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/tiktok-ads.ts,,,
Marketing & Growth,2,tiktok-ads,TikTok Ads,6,creative-performance,TikTok creative performance,false,3,Creative performance (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/tiktok-ads.ts,,,
Marketing & Growth,2,tiktok-ads,TikTok Ads,6,tiktok-campaigns-overview,TikTok campaigns overview,false,3,TikTok dashboard (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/tiktok-ads.ts,,,
Marketing & Growth,2,tiktok-ads,TikTok Ads,6,troubleshooting,Troubleshooting TikTok Ads,false,3,Troubleshooting (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/tiktok-ads.ts,,,
Marketing & Growth,2,attribution-and-analytics,Attribution & Analytics,7,attribution-overview,Attribution overview,true,5,Attribution overview (3 min),180,3,0,false,false,src/modules/knowledge-base/data/categories/attribution-and-analytics.ts,,,
Marketing & Growth,2,attribution-and-analytics,Attribution & Analytics,7,attribution-troubleshooting,Troubleshooting attribution,false,4,Troubleshooting (2 min),120,3,0,false,false,src/modules/knowledge-base/data/categories/attribution-and-analytics.ts,,,
Marketing & Growth,2,attribution-and-analytics,Attribution & Analytics,7,google-analytics-integration,Google Analytics integration,false,4,GA integration (2 min),120,3,0,false,false,src/modules/knowledge-base/data/categories/attribution-and-analytics.ts,,,
Marketing & Growth,2,attribution-and-analytics,Attribution & Analytics,7,google-business-profile-analytics,Google Business Profile analytics,false,4,GBP analytics (2 min),120,3,0,false,false,src/modules/knowledge-base/data/categories/attribution-and-analytics.ts,,,
Marketing & Growth,2,attribution-and-analytics,Attribution & Analytics,7,lead-source-tracking,Lead source tracking,false,4,Lead source tracking (2 min),120,3,0,false,false,src/modules/knowledge-base/data/categories/attribution-and-analytics.ts,,,
Marketing & Growth,2,attribution-and-analytics,Attribution & Analytics,7,multi-touch-attribution,Multi-touch attribution,false,5,Multi-touch (3 min),180,4,0,false,false,src/modules/knowledge-base/data/categories/attribution-and-analytics.ts,,,
Marketing & Growth,2,attribution-and-analytics,Attribution & Analytics,7,platform-analytics-detail,Platform analytics detail page,false,3,Platform detail (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/attribution-and-analytics.ts,,,
Marketing & Growth,2,attribution-and-analytics,Attribution & Analytics,7,revenue-by-channel,Revenue by channel,false,3,Revenue by channel (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/attribution-and-analytics.ts,,,
Marketing & Growth,2,reputation,Reputation,8,ai-reply-suggestions,AI reply suggestions,false,3,AI reply suggestions (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/reputation.ts,,,
Marketing & Growth,2,reputation,Reputation,8,connect-google-business-profile,Connect Google Business Profile,false,3,Connect GBP (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/reputation.ts,,,
Marketing & Growth,2,reputation,Reputation,8,monitor-reviews,Monitor reviews,true,3,Monitor reviews (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/reputation.ts,,,
Marketing & Growth,2,reputation,Reputation,8,qr-code-builder,Review QR code builder,false,3,QR builder (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/reputation.ts,,,
Marketing & Growth,2,reputation,Reputation,8,reply-to-reviews,Reply to a review,false,3,Reply to review (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/reputation.ts,,,
Sierra AI,3,voice-agents,Voice Agents,1,agent-analytics,Agent analytics,false,3,Agent analytics (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/voice-agents.ts,,,
Sierra AI,3,voice-agents,Voice Agents,1,agent-builder-walkthrough,Agent builder walkthrough,false,5,Agent builder tour (3 min),180,6,0,false,false,src/modules/knowledge-base/data/categories/voice-agents.ts,,,
Sierra AI,3,voice-agents,Voice Agents,1,create-a-voice-agent,Create a Sierra voice agent,true,6,Create a voice agent (4 min),240,7,0,false,false,src/modules/knowledge-base/data/categories/voice-agents.ts,,,
Sierra AI,3,voice-agents,Voice Agents,1,handoff-to-human,Hand off to a human,false,4,Handoff (2 min),120,3,0,false,false,src/modules/knowledge-base/data/categories/voice-agents.ts,,,
Sierra AI,3,voice-agents,Voice Agents,1,inbound-call-routing,Inbound call routing,false,4,Inbound routing (2 min),120,4,0,false,false,src/modules/knowledge-base/data/categories/voice-agents.ts,,,
Sierra AI,3,voice-agents,Voice Agents,1,record-greeting,Record or write the agent's greeting,false,3,Greeting (60 sec),60,3,0,false,false,src/modules/knowledge-base/data/categories/voice-agents.ts,,,
Sierra AI,3,voice-agents,Voice Agents,1,system-prompt-and-script,System prompt and call script,false,6,System prompt (4 min),240,4,0,true,false,src/modules/knowledge-base/data/categories/voice-agents.ts,,,
Sierra AI,3,voice-agents,Voice Agents,1,voice-and-tone,Pick a voice and tone,false,3,Voice and tone (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/voice-agents.ts,,,
Sierra AI,3,sms-agents,SMS Agents,2,create-an-sms-agent,Create an SMS agent,false,5,Create SMS agent (3 min),180,4,0,false,false,src/modules/knowledge-base/data/categories/sms-agents.ts,,,
Sierra AI,3,sms-agents,SMS Agents,2,keyword-triggers,Keyword triggers,false,3,Keyword triggers (90 sec),90,3,0,false,true,src/modules/knowledge-base/data/categories/sms-agents.ts,,,
Sierra AI,3,sms-agents,SMS Agents,2,link-to-booking,Link to a booking calendar,false,3,Link to booking (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/sms-agents.ts,,,
Sierra AI,3,sms-agents,SMS Agents,2,sms-agent-logs,View SMS agent logs,false,3,SMS logs (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/sms-agents.ts,,,
Sierra AI,3,sms-agents,SMS Agents,2,sms-conversation-flow,SMS conversation flow,false,5,Conversation flow (3 min),180,4,0,false,false,src/modules/knowledge-base/data/categories/sms-agents.ts,,,
Sierra AI,3,knowledge-and-docs,Knowledge & Documents,3,knowledge-source-priority,Knowledge source priority,false,3,Source priority (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/knowledge-and-docs.ts,,,
Sierra AI,3,knowledge-and-docs,Knowledge & Documents,3,pdf-and-doc-indexing,PDF and document indexing,false,4,Indexing (2 min),120,3,0,true,false,src/modules/knowledge-base/data/categories/knowledge-and-docs.ts,,,
Sierra AI,3,knowledge-and-docs,Knowledge & Documents,3,test-agent-against-knowledge,Test the agent against knowledge,false,3,Test knowledge (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/knowledge-and-docs.ts,,,
Sierra AI,3,knowledge-and-docs,Knowledge & Documents,3,update-and-resync-documents,Update and re-sync documents,false,3,Re-sync (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/knowledge-and-docs.ts,,,
